task name,random seed,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10
sort_list_indices_length5_mnist,3177,50,0.454,0.672,0.776,0.814,0.796,0.812,0.828,0.834,0.836,0.854,39.5747,34.1973,33.9049,33.9224,46.724,46.3493,46.5574,49.4672,46.612,45.5388
sort_list_indices_length5_mnist,5848,50,0.414,0.62,0.692,0.71,0.728,0.762,0.754,0.756,0.746,0.756,47.043,42.2025,43.3172,43.8342,41.8642,33.9136,33.5818,33.1535,33.3069,33.5709
sort_list_indices_length5_mnist,9175,50,0.496,0.824,0.87,0.884,0.912,0.926,0.922,0.932,0.546,0.242,36.8793,32.6495,33.2128,32.2438,33.5746,31.582,33.2187,31.7928,31.4081,32.9796
sort_list_indices_length5_mnist,8725,50,0.414,0.602,0.688,0.704,0.802,0.794,0.826,0.836,0.822,0.848,37.1697,32.4398,33.0608,33.0746,33.739,34.4905,33.5662,32.1872,32.5899,32.749
sort_list_indices_length5_mnist,1234,50,0.442,0.746,0.772,0.808,0.842,0.832,0.858,0.848,0.836,0.854,38.6044,33.7787,34.3825,33.8605,34.3805,32.9607,32.7987,32.7806,33.2685,33.08
sort_list_indices_length5_mnist,3177,100,0.576,0.764,0.816,0.826,0.84,0.844,0.852,0.838,0.852,0.836,62.9371,59.0394,56.2462,58.6278,72.2788,56.7788,59.3808,60.7197,59.6167,60.2646
sort_list_indices_length5_mnist,5848,100,0.614,0.774,0.82,0.826,0.824,0.842,0.846,0.858,0.852,0.856,65.9134,61.6297,62.5934,63.8841,63.818,61.353,62.9528,61.2978,62.7267,61.9113
sort_list_indices_length5_mnist,9175,100,0.538,0.762,0.8,0.82,0.822,0.848,0.83,0.85,0.838,0.858,66.5367,61.9118,61.5589,61.7895,59.7365,61.4995,60.8907,61.7351,60.4862,60.8312
sort_list_indices_length5_mnist,8725,100,0.582,0.846,0.884,0.892,0.918,0.938,0.928,0.926,0.93,0.934,65.8847,57.0499,57.1749,58.2806,56.4589,56.9749,56.792,56.8368,57.0742,57.0213
sort_list_indices_length5_mnist,1234,100,0.49,0.686,0.722,0.744,0.74,0.752,0.744,0.764,0.756,0.756,61.1328,57.0697,57.6245,57.6132,56.4172,56.1969,57.5621,58.0011,62.7787,63.8511
